epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.56E+12,2019-06-26T11:48:12.411,1776.389,-0.017,-0.145,-0.064
1.56E+12,2019-06-26T11:48:12.421,1776.399,0.064,-0.127,-0.074
1.56E+12,2019-06-26T11:48:12.431,1776.409,0.038,0.017,0.048
1.56E+12,2019-06-26T11:48:12.440,1776.418,-0.005,-0.219,-0.226
1.56E+12,2019-06-26T11:48:12.450,1776.428,0.033,-0.131,-0.15
1.56E+12,2019-06-26T11:48:12.460,1776.438,0.085,-0.043,-0.267
1.56E+12,2019-06-26T11:48:12.471,1776.449,0.014,0.005,-0.229
1.56E+12,2019-06-26T11:48:12.479,1776.457,-0.023,-0.159,-0.535
1.56E+12,2019-06-26T11:48:12.490,1776.468,0.044,-0.047,-0.345
1.56E+12,2019-06-26T11:48:12.500,1776.478,0.043,-0.048,-0.267
1.56E+12,2019-06-26T11:48:12.510,1776.488,-0.017,-0.048,-0.365
1.56E+12,2019-06-26T11:48:12.519,1776.497,-0.02,-0.177,-0.583
1.56E+12,2019-06-26T11:48:12.529,1776.507,0.054,-0.021,-0.364
1.56E+12,2019-06-26T11:48:12.540,1776.518,0.038,-0.045,-0.28
1.56E+12,2019-06-26T11:48:12.550,1776.528,-0.001,-0.014,-0.388
1.56E+12,2019-06-26T11:48:12.559,1776.537,0.002,-0.105,-0.456
1.56E+12,2019-06-26T11:48:12.569,1776.547,0.074,0.07,-0.315
1.56E+12,2019-06-26T11:48:12.579,1776.557,-0.009,-0.069,-0.372
1.56E+12,2019-06-26T11:48:12.589,1776.567,-0.013,-0.082,-0.47
1.56E+12,2019-06-26T11:48:12.598,1776.576,0.028,-0.112,-0.457
1.56E+12,2019-06-26T11:48:12.608,1776.586,0.053,0.05,-0.309
1.56E+12,2019-06-26T11:48:12.619,1776.597,-0.032,-0.131,-0.444
1.56E+12,2019-06-26T11:48:12.627,1776.605,0.015,-0.094,-0.494
1.56E+12,2019-06-26T11:48:12.638,1776.616,0.036,-0.035,-0.336
1.56E+12,2019-06-26T11:48:12.648,1776.626,0.005,0.045,-0.294
1.56E+12,2019-06-26T11:48:12.658,1776.636,-0.025,-0.103,-0.403
1.56E+12,2019-06-26T11:48:12.667,1776.645,0.02,-0.049,-0.337
1.56E+12,2019-06-26T11:48:12.677,1776.655,0.014,0.02,-0.228
1.56E+12,2019-06-26T11:48:12.687,1776.665,-0.015,-0.009,-0.226
1.56E+12,2019-06-26T11:48:12.698,1776.676,-0.011,-0.154,-0.328
1.56E+12,2019-06-26T11:48:12.707,1776.685,0.026,-0.019,-0.241
1.56E+12,2019-06-26T11:48:12.717,1776.695,-0.013,-0.018,-0.202
1.56E+12,2019-06-26T11:48:12.727,1776.705,-0.039,-0.082,-0.269
1.56E+12,2019-06-26T11:48:12.737,1776.715,0,-0.073,-0.273
1.56E+12,2019-06-26T11:48:12.746,1776.724,0.036,0.05,-0.125
1.56E+12,2019-06-26T11:48:12.756,1776.734,-0.056,-0.027,-0.159
1.56E+12,2019-06-26T11:48:12.767,1776.745,-0.032,-0.076,-0.177
1.56E+12,2019-06-26T11:48:12.777,1776.755,0.022,-0.022,0.171
1.56E+12,2019-06-26T11:48:12.786,1776.764,0.027,0.066,0.256
1.56E+12,2019-06-26T11:48:12.796,1776.774,-0.065,-0.081,0.012
1.56E+12,2019-06-26T11:48:12.806,1776.784,-0.007,-0.138,-0.161
1.56E+12,2019-06-26T11:48:12.816,1776.794,0.017,0.051,-0.062
1.56E+12,2019-06-26T11:48:12.825,1776.803,-0.009,0.015,-0.239
1.56E+12,2019-06-26T11:48:12.835,1776.813,-0.068,-0.037,-0.343
1.56E+12,2019-06-26T11:48:12.846,1776.824,-0.026,-0.099,-0.464
1.56E+12,2019-06-26T11:48:12.856,1776.834,0.002,-0.005,-0.204
1.56E+12,2019-06-26T11:48:12.865,1776.843,-0.021,-0.096,-0.227
1.56E+12,2019-06-26T11:48:12.875,1776.853,-0.048,-0.06,-0.038
1.56E+12,2019-06-26T11:48:12.885,1776.863,0.017,-0.074,-0.082
1.56E+12,2019-06-26T11:48:12.895,1776.873,-0.002,0.098,0.168
1.56E+12,2019-06-26T11:48:12.904,1776.882,-0.031,-0.009,0.183
1.56E+12,2019-06-26T11:48:12.915,1776.893,-0.006,-0.01,0.302
1.56E+12,2019-06-26T11:48:12.925,1776.903,0.018,0.015,0.416
1.56E+12,2019-06-26T11:48:12.935,1776.913,-0.003,0.054,0.19
1.56E+12,2019-06-26T11:48:12.944,1776.922,-0.113,-0.184,-0.332
1.56E+12,2019-06-26T11:48:12.954,1776.932,0.002,0.051,0.31
1.56E+12,2019-06-26T11:48:12.964,1776.942,-0.002,0.06,0.739
1.56E+12,2019-06-26T11:48:12.973,1776.951,0.056,0.041,1.188
1.56E+12,2019-06-26T11:48:12.983,1776.961,0.021,-0.144,1.346
1.56E+12,2019-06-26T11:48:12.994,1776.972,0.014,-0.059,0.773
1.56E+12,2019-06-26T11:48:13.004,1776.982,-0.07,0.089,-0.087
1.56E+12,2019-06-26T11:48:13.014,1776.992,0.052,0.149,0.981
1.56E+12,2019-06-26T11:48:13.023,1777.001,0.073,0.045,1.242
1.56E+12,2019-06-26T11:48:13.033,1777.011,0.115,0.097,0.941
1.56E+12,2019-06-26T11:48:13.043,1777.021,-0.075,-0.017,0.43
1.56E+12,2019-06-26T11:48:13.052,1777.03,-0.034,-0.076,0.535
1.56E+12,2019-06-26T11:48:13.062,1777.04,0.064,-0.166,0.832
1.56E+12,2019-06-26T11:48:13.073,1777.051,0.043,0,0.641
1.56E+12,2019-06-26T11:48:13.083,1777.061,-0.028,-0.162,0.183
1.56E+12,2019-06-26T11:48:13.092,1777.07,-0.06,-0.118,0.042
1.56E+12,2019-06-26T11:48:13.102,1777.08,0.117,-0.027,0.665
1.56E+12,2019-06-26T11:48:13.112,1777.09,0.062,0.028,0.624
1.56E+12,2019-06-26T11:48:13.121,1777.099,-0.004,-0.188,0.433
1.56E+12,2019-06-26T11:48:13.131,1777.109,0.019,-0.074,0.275
1.56E+12,2019-06-26T11:48:13.142,1777.12,0.106,0.001,0.749
1.56E+12,2019-06-26T11:48:13.152,1777.13,0.026,-0.112,0.52
1.56E+12,2019-06-26T11:48:13.161,1777.139,0.021,-0.133,0.402
1.56E+12,2019-06-26T11:48:13.171,1777.149,0.059,-0.038,0.291
1.56E+12,2019-06-26T11:48:13.181,1777.159,0.081,-0.001,0.502
1.56E+12,2019-06-26T11:48:13.191,1777.169,0.016,-0.039,0.249
1.56E+12,2019-06-26T11:48:13.200,1777.178,0.047,0.054,0.346
1.56E+12,2019-06-26T11:48:13.210,1777.188,0.058,0.096,0.117
1.56E+12,2019-06-26T11:48:13.221,1777.199,-0.006,0.059,-0.001
1.56E+12,2019-06-26T11:48:13.231,1777.209,0.049,-0.04,0.041
1.56E+12,2019-06-26T11:48:13.240,1777.218,0.068,-0.01,0.179
1.56E+12,2019-06-26T11:48:13.250,1777.228,0.085,-0.024,0.205
1.56E+12,2019-06-26T11:48:13.260,1777.238,0.014,-0.068,0.097
1.56E+12,2019-06-26T11:48:13.270,1777.248,0.061,-0.152,-0.117
1.56E+12,2019-06-26T11:48:13.279,1777.257,0.056,0.018,0.021
1.56E+12,2019-06-26T11:48:13.290,1777.268,0.009,-0.071,-0.021
1.56E+12,2019-06-26T11:48:13.300,1777.278,-0.013,-0.05,-0.089
1.56E+12,2019-06-26T11:48:13.310,1777.288,0.081,-0.09,-0.151
1.56E+12,2019-06-26T11:48:13.319,1777.297,0.027,0.086,0.01
1.56E+12,2019-06-26T11:48:13.329,1777.307,-0.004,-0.119,-0.132
1.56E+12,2019-06-26T11:48:13.339,1777.317,0.037,-0.042,-0.091
1.56E+12,2019-06-26T11:48:13.350,1777.328,0.079,-0.044,-0.078
1.56E+12,2019-06-26T11:48:13.358,1777.336,0.003,0.04,0.024
1.56E+12,2019-06-26T11:48:13.369,1777.347,-0.02,-0.14,-0.206
1.56E+12,2019-06-26T11:48:13.379,1777.357,0.044,-0.059,-0.119
1.56E+12,2019-06-26T11:48:13.388,1777.366,0.065,-0.04,-0.031
1.56E+12,2019-06-26T11:48:13.398,1777.376,-0.001,-0.002,-0.133
1.56E+12,2019-06-26T11:48:13.408,1777.386,-0.008,-0.158,-0.215
1.56E+12,2019-06-26T11:48:13.418,1777.396,0.09,0.046,-0.156
1.56E+12,2019-06-26T11:48:13.427,1777.405,-0.006,-0.008,-0.218
1.56E+12,2019-06-26T11:48:13.437,1777.415,-0.033,-0.002,-0.334
1.56E+12,2019-06-26T11:48:13.448,1777.426,-0.002,-0.097,-0.405
1.56E+12,2019-06-26T11:48:13.458,1777.436,0.059,0.116,-0.311
1.56E+12,2019-06-26T11:48:13.467,1777.445,-0.034,-0.057,-0.404
1.56E+12,2019-06-26T11:48:13.477,1777.455,-0.01,-0.076,-0.478
1.56E+12,2019-06-26T11:48:13.487,1777.465,0.041,-0.063,-0.424
1.56E+12,2019-06-26T11:48:13.498,1777.476,0.065,0.107,-0.312
1.56E+12,2019-06-26T11:48:13.506,1777.484,-0.032,-0.082,-0.502
1.56E+12,2019-06-26T11:48:13.517,1777.495,0.007,-0.04,-0.566
1.56E+12,2019-06-26T11:48:13.527,1777.505,0.038,-0.004,-0.467
1.56E+12,2019-06-26T11:48:13.537,1777.515,-0.002,0.012,-0.26
1.56E+12,2019-06-26T11:48:13.546,1777.524,-0.038,-0.167,-0.256
1.56E+12,2019-06-26T11:48:13.556,1777.534,0.044,-0.059,-0.08
1.56E+12,2019-06-26T11:48:13.566,1777.544,0.044,-0.016,0.1
1.56E+12,2019-06-26T11:48:13.577,1777.555,-0.029,-0.024,0.047
1.56E+12,2019-06-26T11:48:13.585,1777.563,-0.001,-0.111,0.062
1.56E+12,2019-06-26T11:48:13.596,1777.574,0.053,0.096,0.127
1.56E+12,2019-06-26T11:48:13.606,1777.584,-0.018,0.109,0.178
1.56E+12,2019-06-26T11:48:13.616,1777.594,-0.027,0.009,0.286
1.56E+12,2019-06-26T11:48:13.625,1777.603,0.037,-0.032,0.429
1.56E+12,2019-06-26T11:48:13.635,1777.613,0.043,-0.044,0.226
1.56E+12,2019-06-26T11:48:13.645,1777.623,-0.015,-0.072,0.164
1.56E+12,2019-06-26T11:48:13.656,1777.634,-0.038,-0.006,-0.309
1.56E+12,2019-06-26T11:48:13.665,1777.643,0.032,0.024,0.054
1.56E+12,2019-06-26T11:48:13.675,1777.653,0.057,0.102,0.514
1.56E+12,2019-06-26T11:48:13.685,1777.663,-0.01,0.007,0.356
1.56E+12,2019-06-26T11:48:13.694,1777.672,0.008,-0.046,0.008
1.56E+12,2019-06-26T11:48:13.704,1777.682,0.064,0.096,0.103
1.56E+12,2019-06-26T11:48:13.714,1777.692,-0.024,0.07,-0.079
1.56E+12,2019-06-26T11:48:13.725,1777.703,-0.035,0.032,0.103
1.56E+12,2019-06-26T11:48:13.735,1777.713,0.028,-0.028,0.078
1.56E+12,2019-06-26T11:48:13.744,1777.722,0.026,0.073,0.251
1.56E+12,2019-06-26T11:48:13.754,1777.732,0.001,-0.061,0.025
1.56E+12,2019-06-26T11:48:13.764,1777.742,-0.042,-0.029,0.058
1.56E+12,2019-06-26T11:48:13.773,1777.751,0.054,-0.071,0.093
1.56E+12,2019-06-26T11:48:13.783,1777.761,0.027,0.054,0.362
1.56E+12,2019-06-26T11:48:13.793,1777.771,-0.027,-0.087,0.233
1.56E+12,2019-06-26T11:48:13.804,1777.782,0.023,-0.035,0.326
1.56E+12,2019-06-26T11:48:13.812,1777.79,0.045,-0.021,0.024
1.56E+12,2019-06-26T11:48:13.823,1777.801,-0.032,0.063,-0.082
1.56E+12,2019-06-26T11:48:13.833,1777.811,0.016,-0.158,0.004
1.56E+12,2019-06-26T11:48:13.843,1777.821,0.059,-0.046,0.046
1.56E+12,2019-06-26T11:48:13.852,1777.83,0.013,-0.052,-0.015
1.56E+12,2019-06-26T11:48:13.862,1777.84,0.002,-0.063,-0.076
1.56E+12,2019-06-26T11:48:13.873,1777.851,-0.016,-0.147,-0.165
1.56E+12,2019-06-26T11:48:13.881,1777.859,0.041,0.087,-0.121
1.56E+12,2019-06-26T11:48:13.892,1777.87,0.01,-0.04,-0.186
1.56E+12,2019-06-26T11:48:13.902,1777.88,-0.041,-0.058,-0.309
1.56E+12,2019-06-26T11:48:13.912,1777.89,0.039,-0.109,-0.152
1.56E+12,2019-06-26T11:48:13.921,1777.899,0.071,0.083,-0.127
1.56E+12,2019-06-26T11:48:13.931,1777.909,-0.045,-0.044,-0.22
1.56E+12,2019-06-26T11:48:13.941,1777.919,0.014,-0.026,-0.317
1.56E+12,2019-06-26T11:48:13.952,1777.93,0.037,-0.055,-0.24
1.56E+12,2019-06-26T11:48:13.960,1777.938,0.002,0.011,-0.194
1.56E+12,2019-06-26T11:48:13.971,1777.949,-0.046,-0.126,-0.312
1.56E+12,2019-06-26T11:48:13.981,1777.959,-0.017,-0.051,-0.262
1.56E+12,2019-06-26T11:48:13.991,1777.969,0.056,-0.034,-0.067
1.56E+12,2019-06-26T11:48:14.000,1777.978,-0.011,-0.002,-0.058
1.56E+12,2019-06-26T11:48:14.010,1777.988,-0.029,-0.078,-0.097
1.56E+12,2019-06-26T11:48:14.020,1777.998,0.04,0.014,-0.103
1.56E+12,2019-06-26T11:48:14.031,1778.009,0.028,-0.018,-0.234
1.56E+12,2019-06-26T11:48:14.040,1778.018,-0.07,-0.071,-0.353
1.56E+12,2019-06-26T11:48:14.050,1778.028,0,-0.096,-0.27
1.56E+12,2019-06-26T11:48:14.060,1778.038,0.039,0.038,-0.101
1.56E+12,2019-06-26T11:48:14.070,1778.048,0.004,0.028,-0.134
1.56E+12,2019-06-26T11:48:14.079,1778.057,-0.041,-0.077,-0.28
1.56E+12,2019-06-26T11:48:14.089,1778.067,-0.002,-0.092,-0.195
1.56E+12,2019-06-26T11:48:14.100,1778.078,0.035,0.031,-0.126
1.56E+12,2019-06-26T11:48:14.110,1778.088,-0.037,-0.029,-0.22
1.56E+12,2019-06-26T11:48:14.119,1778.097,-0.005,-0.078,-0.343
1.56E+12,2019-06-26T11:48:14.129,1778.107,0.008,0.046,-0.282
1.56E+12,2019-06-26T11:48:14.139,1778.117,-0.018,0.069,-0.363
1.56E+12,2019-06-26T11:48:14.148,1778.126,-0.033,-0.005,-0.299
1.56E+12,2019-06-26T11:48:14.158,1778.136,-0.027,-0.005,-0.263
1.56E+12,2019-06-26T11:48:14.168,1778.146,0.038,0.108,-0.232
1.56E+12,2019-06-26T11:48:14.179,1778.157,-0.025,-0.025,-0.449
1.56E+12,2019-06-26T11:48:14.187,1778.165,-0.054,-0.046,-0.319
1.56E+12,2019-06-26T11:48:14.198,1778.176,0.049,-0.083,-0.22
1.56E+12,2019-06-26T11:48:14.208,1778.186,-0.013,-0.011,0.114
1.56E+12,2019-06-26T11:48:14.218,1778.196,-0.052,-0.148,0.145
1.56E+12,2019-06-26T11:48:14.227,1778.205,-0.002,-0.142,0.521
1.56E+12,2019-06-26T11:48:14.237,1778.215,0.075,-0.164,0.808
1.56E+12,2019-06-26T11:48:14.248,1778.226,-0.035,0.081,0.533
1.56E+12,2019-06-26T11:48:14.258,1778.236,-0.044,-0.069,0.392
1.56E+12,2019-06-26T11:48:14.267,1778.245,0.028,-0.242,0.673
1.56E+12,2019-06-26T11:48:14.277,1778.255,0.003,-0.155,0.465
1.56E+12,2019-06-26T11:48:14.287,1778.265,-0.006,0.086,0.574
1.56E+12,2019-06-26T11:48:14.297,1778.275,-0.065,-0.001,0.141
1.56E+12,2019-06-26T11:48:14.306,1778.284,0.055,0.03,0.399
1.56E+12,2019-06-26T11:48:14.316,1778.294,-0.016,-0.109,-0.101
1.56E+12,2019-06-26T11:48:14.327,1778.305,-0.089,-0.024,-0.178
1.56E+12,2019-06-26T11:48:14.337,1778.315,0.019,-0.06,0.192
1.56E+12,2019-06-26T11:48:14.346,1778.324,0.09,0.223,0.25
1.56E+12,2019-06-26T11:48:14.356,1778.334,-0.049,-0.015,-0.108
1.56E+12,2019-06-26T11:48:14.366,1778.344,-0.028,0.017,-0.218
1.56E+12,2019-06-26T11:48:14.376,1778.354,-0.004,-0.014,-0.099
1.56E+12,2019-06-26T11:48:14.385,1778.363,0.036,0.048,0.201
1.56E+12,2019-06-26T11:48:14.395,1778.373,-0.036,-0.112,0.083
1.56E+12,2019-06-26T11:48:14.406,1778.384,-0.031,-0.013,-0.151
1.56E+12,2019-06-26T11:48:14.416,1778.394,-0.004,0.022,0.044
1.56E+12,2019-06-26T11:48:14.425,1778.403,0.004,0.077,0.163
1.56E+12,2019-06-26T11:48:14.435,1778.413,-0.033,-0.055,-0.023
1.56E+12,2019-06-26T11:48:14.445,1778.423,-0.013,0.052,-0.073
1.56E+12,2019-06-26T11:48:14.454,1778.432,0.033,0.08,-0.007
1.56E+12,2019-06-26T11:48:14.464,1778.442,-0.024,0.024,-0.211
1.56E+12,2019-06-26T11:48:14.475,1778.453,-0.002,-0.064,-0.158
1.56E+12,2019-06-26T11:48:14.485,1778.463,0.063,0.1,-0.052
1.56E+12,2019-06-26T11:48:14.494,1778.472,0.023,0.079,0.083
1.56E+12,2019-06-26T11:48:14.504,1778.482,-0.031,-0.029,0.022
1.56E+12,2019-06-26T11:48:14.514,1778.492,0.031,-0.037,0.093
1.56E+12,2019-06-26T11:48:14.524,1778.502,0.027,0.037,0.183
1.56E+12,2019-06-26T11:48:14.533,1778.511,-0.021,-0.073,0.248
1.56E+12,2019-06-26T11:48:14.543,1778.521,-0.044,-0.129,0.121
1.56E+12,2019-06-26T11:48:14.554,1778.532,0.049,0.01,0.088
1.56E+12,2019-06-26T11:48:14.564,1778.542,-0.039,0.112,-0.181
1.56E+12,2019-06-26T11:48:14.573,1778.551,-0.04,-0.018,-0.029
1.56E+12,2019-06-26T11:48:14.583,1778.561,-0.024,-0.11,0.019
1.56E+12,2019-06-26T11:48:14.593,1778.571,0.034,0.01,0.253
1.56E+12,2019-06-26T11:48:14.603,1778.581,0.015,-0.027,0.285
1.56E+12,2019-06-26T11:48:14.612,1778.59,-0.045,-0.079,0.242
1.56E+12,2019-06-26T11:48:14.623,1778.601,0.015,-0.012,0.119
1.56E+12,2019-06-26T11:48:14.633,1778.611,0.043,0.124,0.293
1.56E+12,2019-06-26T11:48:14.642,1778.62,-0.012,0.01,0.063
1.56E+12,2019-06-26T11:48:14.652,1778.63,-0.019,0.038,0.043
1.56E+12,2019-06-26T11:48:14.662,1778.64,0.052,0.021,0.037
1.56E+12,2019-06-26T11:48:14.672,1778.65,0.005,0.015,0.367
1.56E+12,2019-06-26T11:48:14.681,1778.659,-0.012,-0.136,0.16
1.56E+12,2019-06-26T11:48:14.691,1778.669,-0.018,-0.061,0.36
1.56E+12,2019-06-26T11:48:14.702,1778.68,0.048,-0.038,0.513
1.56E+12,2019-06-26T11:48:14.712,1778.69,0.009,0.014,0.562
1.56E+12,2019-06-26T11:48:14.721,1778.699,-0.004,-0.025,0.337
1.56E+12,2019-06-26T11:48:14.731,1778.709,0.041,0.122,0.57
1.56E+12,2019-06-26T11:48:14.741,1778.719,0.068,0.02,0.59
1.56E+12,2019-06-26T11:48:14.751,1778.729,0.004,0.082,0.383
1.56E+12,2019-06-26T11:48:14.760,1778.738,0.036,-0.055,0.321
1.56E+12,2019-06-26T11:48:14.770,1778.748,0.061,0.124,0.44
1.56E+12,2019-06-26T11:48:14.781,1778.759,0.021,-0.013,0.397
1.56E+12,2019-06-26T11:48:14.791,1778.769,0.013,0.025,0.41
1.56E+12,2019-06-26T11:48:14.800,1778.778,0.05,-0.02,0.304
1.56E+12,2019-06-26T11:48:14.810,1778.788,0.05,0.165,0.309
1.56E+12,2019-06-26T11:48:14.820,1778.798,-0.012,-0.041,0.151
1.56E+12,2019-06-26T11:48:14.831,1778.809,0.032,0.068,-0.03
1.56E+12,2019-06-26T11:48:14.839,1778.817,0.059,0.084,0.109
1.56E+12,2019-06-26T11:48:14.850,1778.828,0.02,0.135,0.161
1.56E+12,2019-06-26T11:48:14.860,1778.838,-0.021,-0.063,0
1.56E+12,2019-06-26T11:48:14.870,1778.848,0.049,0.057,-0.002
1.56E+12,2019-06-26T11:48:14.879,1778.857,0.042,0.019,0.103
1.56E+12,2019-06-26T11:48:14.889,1778.867,0.014,-0.02,-0.073
1.56E+12,2019-06-26T11:48:14.899,1778.877,-0.014,-0.141,-0.142
1.56E+12,2019-06-26T11:48:14.908,1778.886,0.079,0.041,-0.099
1.56E+12,2019-06-26T11:48:14.918,1778.896,0.046,-0.042,0.045
1.56E+12,2019-06-26T11:48:14.929,1778.907,-0.013,-0.052,-0.196
1.56E+12,2019-06-26T11:48:14.939,1778.917,0.014,-0.057,-0.196
1.56E+12,2019-06-26T11:48:14.948,1778.926,0.05,0.118,-0.039
1.56E+12,2019-06-26T11:48:14.958,1778.936,-0.002,-0.039,-0.035
1.56E+12,2019-06-26T11:48:14.968,1778.946,0.005,-0.085,-0.176
1.56E+12,2019-06-26T11:48:14.978,1778.956,0.051,-0.068,-0.003
1.56E+12,2019-06-26T11:48:14.987,1778.965,0.028,0.018,0.039
1.56E+12,2019-06-26T11:48:14.998,1778.976,0.006,-0.125,0.011
1.56E+12,2019-06-26T11:48:15.008,1778.986,0.018,-0.047,-0.125
1.56E+12,2019-06-26T11:48:15.018,1778.996,0.058,0.012,-0.009
1.56E+12,2019-06-26T11:48:15.027,1779.005,0.008,0.001,-0.03
1.56E+12,2019-06-26T11:48:15.037,1779.015,0.011,-0.103,-0.001
1.56E+12,2019-06-26T11:48:15.047,1779.025,0.004,-0.028,-0.113
1.56E+12,2019-06-26T11:48:15.058,1779.036,0.077,0.034,0.103
1.56E+12,2019-06-26T11:48:15.066,1779.044,-0.046,-0.008,-0.206
1.56E+12,2019-06-26T11:48:15.077,1779.055,0.025,-0.06,-0.09
1.56E+12,2019-06-26T11:48:15.087,1779.065,0.052,0.078,-0.011
1.56E+12,2019-06-26T11:48:15.097,1779.075,0.01,0.06,0.109
1.56E+12,2019-06-26T11:48:15.106,1779.084,-0.017,-0.051,-0.129
1.56E+12,2019-06-26T11:48:15.116,1779.094,0.023,-0.039,-0.029
1.56E+12,2019-06-26T11:48:15.126,1779.104,0.053,0.079,-0.1
1.56E+12,2019-06-26T11:48:15.137,1779.115,-0.011,0.025,-0.175
1.56E+12,2019-06-26T11:48:15.145,1779.123,-0.026,-0.08,-0.463
1.56E+12,2019-06-26T11:48:15.156,1779.134,0.036,0.043,-0.251
1.56E+12,2019-06-26T11:48:15.166,1779.144,0.046,0.049,-0.187
1.56E+12,2019-06-26T11:48:15.176,1779.154,-0.027,0.015,-0.162
1.56E+12,2019-06-26T11:48:15.185,1779.163,-0.014,-0.073,-0.253
1.56E+12,2019-06-26T11:48:15.195,1779.173,0.067,0.098,-0.029
1.56E+12,2019-06-26T11:48:15.206,1779.184,0.022,-0.018,-0.078
1.56E+12,2019-06-26T11:48:15.214,1779.192,-0.042,-0.021,-0.033
1.56E+12,2019-06-26T11:48:15.225,1779.203,0.042,-0.053,0.081
1.56E+12,2019-06-26T11:48:15.235,1779.213,0.048,0.112,0.357
1.56E+12,2019-06-26T11:48:15.245,1779.223,0.006,-0.107,0.322
1.56E+12,2019-06-26T11:48:15.255,1779.233,0,-0.021,0.292
1.56E+12,2019-06-26T11:48:15.264,1779.242,0.038,0.018,0.17
1.56E+12,2019-06-26T11:48:15.274,1779.252,0.032,0.072,0.419
1.56E+12,2019-06-26T11:48:15.285,1779.263,-0.041,-0.167,0.305
1.56E+12,2019-06-26T11:48:15.293,1779.271,0.002,-0.046,0.352
1.56E+12,2019-06-26T11:48:15.304,1779.282,0.055,0.042,0.374
1.56E+12,2019-06-26T11:48:15.314,1779.292,0.025,0.009,0.09
1.56E+12,2019-06-26T11:48:15.324,1779.302,-0.047,-0.214,0.018
1.56E+12,2019-06-26T11:48:15.334,1779.312,0.083,0.007,0.288
1.56E+12,2019-06-26T11:48:15.343,1779.321,0.034,0.04,0.258
1.56E+12,2019-06-26T11:48:15.353,1779.331,-0.02,0.113,-0.081
1.56E+12,2019-06-26T11:48:15.364,1779.342,-0.006,0.062,-0.203
1.56E+12,2019-06-26T11:48:15.373,1779.351,0.046,0.201,-0.203
1.56E+12,2019-06-26T11:48:15.383,1779.361,-0.023,0.015,-0.097
1.56E+12,2019-06-26T11:48:15.393,1779.371,-0.009,-0.041,-0.174
1.56E+12,2019-06-26T11:48:15.402,1779.38,0.048,-0.085,-0.24
1.56E+12,2019-06-26T11:48:15.414,1779.392,0.017,0.065,-0.224
1.56E+12,2019-06-26T11:48:15.422,1779.4,-0.022,-0.028,-0.216
1.56E+12,2019-06-26T11:48:15.433,1779.411,-0.006,0.01,-0.239
1.56E+12,2019-06-26T11:48:15.441,1779.419,0.069,0.116,-0.189
1.56E+12,2019-06-26T11:48:15.452,1779.43,-0.006,0.167,-0.179
1.56E+12,2019-06-26T11:48:15.462,1779.44,-0.031,0.026,-0.064
1.56E+12,2019-06-26T11:48:15.472,1779.45,0.037,0.072,0.225
1.56E+12,2019-06-26T11:48:15.481,1779.459,0.093,0.086,0.504
1.56E+12,2019-06-26T11:48:15.491,1779.469,-0.006,0.011,0.342
1.56E+12,2019-06-26T11:48:15.501,1779.479,-0.013,-0.154,0.244
1.56E+12,2019-06-26T11:48:15.512,1779.49,0.03,-0.142,0.316
1.56E+12,2019-06-26T11:48:15.520,1779.498,0.053,0.001,0.47
1.56E+12,2019-06-26T11:48:15.531,1779.509,-0.047,0.109,-0.144
1.56E+12,2019-06-26T11:48:15.541,1779.519,0.018,-0.046,0.565
1.56E+12,2019-06-26T11:48:15.551,1779.529,0.089,-0.074,0.491
1.56E+12,2019-06-26T11:48:15.560,1779.538,0.02,0.024,0.258
1.56E+12,2019-06-26T11:48:15.570,1779.548,0.006,-0.032,-0.051
1.56E+12,2019-06-26T11:48:15.581,1779.559,0.007,-0.001,0.036
1.56E+12,2019-06-26T11:48:15.591,1779.569,0.031,0.077,-0.144
1.56E+12,2019-06-26T11:48:15.600,1779.578,0.016,0.05,0.149
1.56E+12,2019-06-26T11:48:15.610,1779.588,0.026,-0.066,-0.169
1.56E+12,2019-06-26T11:48:15.620,1779.598,0.034,0.105,-0.065
1.56E+12,2019-06-26T11:48:15.630,1779.608,0.019,0.026,-0.108
1.56E+12,2019-06-26T11:48:15.639,1779.617,-0.027,0.06,-0.152
1.56E+12,2019-06-26T11:48:15.649,1779.627,0.025,0.061,-0.071
1.56E+12,2019-06-26T11:48:15.660,1779.638,0.04,0.184,0.075
1.56E+12,2019-06-26T11:48:15.668,1779.646,-0.04,-0.035,-0.243
1.56E+12,2019-06-26T11:48:15.679,1779.657,-0.029,-0.014,-0.127
1.56E+12,2019-06-26T11:48:15.689,1779.667,0.029,-0.041,0.003
1.56E+12,2019-06-26T11:48:15.699,1779.677,0.033,0.106,0.067
1.56E+12,2019-06-26T11:48:15.708,1779.686,-0.034,-0.049,-0.042
1.56E+12,2019-06-26T11:48:15.718,1779.696,0.025,0.084,-0.003
1.56E+12,2019-06-26T11:48:15.728,1779.706,0.065,0.048,0.071
1.56E+12,2019-06-26T11:48:15.739,1779.717,0.004,0.081,-0.001
1.56E+12,2019-06-26T11:48:15.748,1779.726,-0.039,-0.063,-0.082
1.56E+12,2019-06-26T11:48:15.758,1779.736,0.061,0.049,0
1.56E+12,2019-06-26T11:48:15.768,1779.746,0.032,-0.01,0.077
1.56E+12,2019-06-26T11:48:15.778,1779.756,0,0.045,-0.022
1.56E+12,2019-06-26T11:48:15.787,1779.765,0.008,-0.029,0.003
1.56E+12,2019-06-26T11:48:15.797,1779.775,0.067,0.151,-0.009
